person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22,male,High School,121454,0,RENT,1200,MEDICAL,8.59,0.01,2,523,No,0
24,male,Associate,12622,3,RENT,1300,EDUCATION,12.73,0.1,2,509,No,1
26,male,Associate,50272,4,RENT,1300,MEDICAL,7.9,0.03,4,629,Yes,0
24,male,High School,55118,4,RENT,1300,MEDICAL,13.61,0.02,4,477,Yes,0
26,male,Master,61030,4,RENT,1300,VENTURE,6.99,0.02,3,679,No,0
22,male,Master,65725,1,RENT,1300,DEBTCONSOLIDATION,14.27,0.02,2,700,No,1
25,female,Bachelor,33366,1,OTHER,8000,MEDICAL,15.05,0.24,2,579,No,1
24,male,High School,77492,1,RENT,1300,HOMEIMPROVEMENT,13.49,0.02,3,599,No,1
25,male,Associate,107530,0,RENT,1300,VENTURE,10.59,0.01,4,653,Yes,0
25,male,Bachelor,29628,5,RENT,1325,EDUCATION,13.49,0.04,2,700,No,1
24,male,Bachelor,32040,2,RENT,1325,MEDICAL,12.87,0.04,4,669,No,1
24,female,Bachelor,54187,0,RENT,1325,PERSONAL,10,0.02,4,583,No,1
26,female,Associate,33957,5,MORTGAGE,2750,DEBTCONSOLIDATION,9.63,0.08,2,552,Yes,0
25,male,Associate,62682,0,RENT,1325,VENTURE,14.79,0.02,3,669,Yes,0
21,female,High School,28729,0,RENT,1350,VENTURE,9.99,0.05,2,641,Yes,0
25,male,High School,51083,3,RENT,1350,DEBTCONSOLIDATION,5.42,0.03,2,591,Yes,0
22,female,Associate,84683,1,RENT,1350,DEBTCONSOLIDATION,12.68,0.02,3,583,Yes,0
24,female,Associate,12965,2,RENT,1400,VENTURE,10.83,0.11,4,655,No,0
22,male,Master,33824,0,MORTGAGE,3725,MEDICAL,12.69,0.11,2,660,No,0
23,female,Bachelor,18776,3,RENT,1400,DEBTCONSOLIDATION,15.62,0.07,3,558,No,1
23,male,Bachelor,33656,4,MORTGAGE,1925,VENTURE,11.01,0.06,3,631,Yes,0
24,female,Master,33571,0,MORTGAGE,8000,PERSONAL,7.29,0.24,3,620,Yes,0
24,female,High School,34170,1,MORTGAGE,5175,DEBTCONSOLIDATION,10.99,0.15,4,642,Yes,0
25,male,High School,34055,5,MORTGAGE,9000,EDUCATION,7.49,0.26,4,586,Yes,0
24,female,Master,36860,0,RENT,1400,MEDICAL,15.62,0.04,4,635,No,1
25,male,Associate,37436,0,RENT,1400,MEDICAL,13.11,0.04,2,552,Yes,0
23,female,Associate,34205,0,MORTGAGE,6300,EDUCATION,11.01,0.18,3,632,Yes,0
22,male,Bachelor,40329,0,RENT,1400,MEDICAL,14.27,0.03,4,682,Yes,0
26,female,High School,49154,2,RENT,1400,MEDICAL,7.74,0.03,3,686,Yes,0
26,male,High School,49040,4,RENT,1400,VENTURE,11.86,0.03,4,611,Yes,0
21,female,Bachelor,34395,0,OTHER,3500,MEDICAL,14.42,0.1,4,621,No,1
26,female,High School,43739,2,RENT,1400,DEBTCONSOLIDATION,11.49,0.03,4,650,No,1
26,male,High School,54804,3,RENT,1400,DEBTCONSOLIDATION,10.59,0.03,4,704,No,0
24,female,High School,34086,1,MORTGAGE,2000,PERSONAL,14.27,0.06,2,622,Yes,0
26,female,Associate,34101,6,OWN,2500,VENTURE,11.71,0.07,3,629,Yes,0
24,female,Bachelor,34132,6,OWN,7000,MEDICAL,7.9,0.21,4,525,No,0
23,male,Bachelor,51658,0,RENT,1400,EDUCATION,10,0.03,4,614,No,1
25,male,Bachelor,33944,0,MORTGAGE,11500,HOMEIMPROVEMENT,6.03,0.34,4,637,No,1
22,male,High School,33886,1,MORTGAGE,8400,DEBTCONSOLIDATION,7.51,0.25,3,559,Yes,0
24,male,Bachelor,34248,6,MORTGAGE,6000,MEDICAL,15.62,0.18,2,617,No,1
24,female,Associate,150943,2,RENT,1400,HOMEIMPROVEMENT,11.01,0.01,4,640,Yes,0
21,female,Associate,13049,0,RENT,1450,MEDICAL,7.51,0.11,4,661,Yes,0
24,female,Associate,27137,0,RENT,1450,MEDICAL,11.01,0.05,3,581,Yes,0
23,male,Master,37363,0,RENT,1450,PERSONAL,15.58,0.04,4,609,No,1
24,male,Bachelor,57398,0,RENT,1450,MEDICAL,10.74,0.03,4,666,Yes,0
23,male,Master,33889,3,MORTGAGE,9800,EDUCATION,7.29,0.29,4,624,Yes,0
26,female,High School,67663,6,RENT,1450,MEDICAL,14.27,0.02,3,578,Yes,0
22,female,Bachelor,122176,0,RENT,1475,EDUCATION,5.79,0.01,3,699,No,0
24,male,Associate,33599,0,RENT,1500,MEDICAL,16.29,0.04,4,681,No,1
22,female,High School,33874,0,RENT,1500,DEBTCONSOLIDATION,12.73,0.04,2,642,Yes,0
25,male,High School,34338,2,RENT,1500,MEDICAL,11.89,0.04,3,588,No,0
23,female,Bachelor,34520,3,RENT,1500,PERSONAL,14.17,0.04,4,666,Yes,0
24,male,Master,34292,6,OWN,10000,MEDICAL,11.01,0.29,2,645,Yes,0
22,male,Bachelor,35346,4,RENT,1500,EDUCATION,11.01,0.04,4,521,Yes,0
22,female,Associate,34079,0,OWN,9600,EDUCATION,8.59,0.28,3,661,No,0
23,male,Master,34197,1,MORTGAGE,1200,EDUCATION,13.92,0.04,3,655,Yes,0
24,male,Associate,35018,0,RENT,1500,EDUCATION,11.46,0.04,4,660,No,0
23,female,High School,35214,3,RENT,1500,MEDICAL,7.74,0.04,3,648,No,0
23,female,Master,36851,0,RENT,1500,DEBTCONSOLIDATION,7.51,0.04,3,640,Yes,0
21,female,Bachelor,37129,0,RENT,1500,DEBTCONSOLIDATION,7.29,0.04,3,679,Yes,0
25,male,Associate,34489,0,OWN,14125,VENTURE,6.99,0.41,4,684,Yes,0
24,male,Associate,37180,1,RENT,1500,DEBTCONSOLIDATION,14.22,0.04,4,526,Yes,0
25,male,Bachelor,36983,3,RENT,1500,EDUCATION,16.82,0.04,3,652,No,1
26,male,Master,36582,2,RENT,1500,HOMEIMPROVEMENT,14.61,0.04,3,588,No,1
21,male,Associate,36919,0,RENT,1500,DEBTCONSOLIDATION,13.92,0.04,2,622,Yes,0
23,male,Associate,38350,0,RENT,1500,DEBTCONSOLIDATION,8.94,0.04,3,538,Yes,0
26,male,Bachelor,34516,2,MORTGAGE,6000,DEBTCONSOLIDATION,7.88,0.17,3,591,Yes,0
25,female,Bachelor,38570,2,RENT,1500,VENTURE,11.12,0.04,2,592,No,0
25,female,High School,38946,3,RENT,1500,VENTURE,10.99,0.04,4,690,No,0
25,female,Associate,39531,2,RENT,1500,DEBTCONSOLIDATION,7.49,0.04,4,671,No,0
23,male,Bachelor,34703,0,OWN,4800,PERSONAL,15.99,0.14,2,674,No,0
25,female,Associate,39573,2,RENT,1500,DEBTCONSOLIDATION,7.29,0.04,3,581,Yes,0
24,female,Master,39493,3,RENT,1500,EDUCATION,13.92,0.04,4,662,Yes,0
24,male,Master,39682,2,RENT,1500,MEDICAL,9.91,0.04,3,587,No,1
25,female,High School,40747,2,RENT,1500,VENTURE,11.48,0.04,4,563,Yes,0
22,female,Associate,34484,0,OWN,5000,MEDICAL,5.79,0.14,2,546,Yes,0
23,male,Bachelor,34684,0,OWN,4200,EDUCATION,14.72,0.12,4,632,Yes,0
23,male,Master,34814,0,OWN,9250,MEDICAL,10.75,0.27,2,668,Yes,0
22,female,Associate,34639,0,MORTGAGE,3250,MEDICAL,15.21,0.09,2,645,No,1
22,female,High School,34724,0,MORTGAGE,5500,MEDICAL,10.38,0.16,2,582,No,0
26,male,Bachelor,41697,2,RENT,1500,MEDICAL,19.41,0.04,4,671,Yes,0
23,female,Associate,41998,0,RENT,1500,EDUCATION,6.99,0.04,4,642,Yes,0
25,female,Bachelor,43079,1,RENT,1500,PERSONAL,10.99,0.03,4,656,No,0
21,female,High School,42773,0,RENT,1500,EDUCATION,5.79,0.04,2,659,No,0
25,male,Associate,43124,2,RENT,1500,MEDICAL,10,0.03,4,607,Yes,0
23,male,Bachelor,43048,0,RENT,1500,DEBTCONSOLIDATION,8.88,0.03,3,683,No,0
21,female,Associate,34812,0,MORTGAGE,10000,EDUCATION,9.63,0.29,4,638,No,0
24,female,High School,43068,3,RENT,1500,EDUCATION,11.01,0.03,3,604,Yes,0
23,male,High School,35802,3,RENT,1500,DEBTCONSOLIDATION,14.59,0.04,2,605,No,1
24,female,Bachelor,44321,0,RENT,1500,EDUCATION,15.23,0.03,2,711,No,0
24,male,Associate,44069,0,RENT,1500,PERSONAL,10,0.03,3,646,Yes,0
22,female,Associate,34363,0,OWN,12300,VENTURE,6.62,0.36,2,555,Yes,0
21,female,Associate,44041,0,RENT,1500,EDUCATION,10.37,0.03,4,656,Yes,0
24,female,Associate,38214,3,RENT,1500,HOMEIMPROVEMENT,15.99,0.04,2,617,No,1
22,female,High School,46625,0,RENT,1500,EDUCATION,13.22,0.03,2,605,Yes,0
25,female,High School,34378,2,MORTGAGE,9600,MEDICAL,6.03,0.28,3,673,No,0
23,female,Associate,34746,2,MORTGAGE,9500,DEBTCONSOLIDATION,15.62,0.27,2,630,No,1
23,male,Bachelor,34478,0,MORTGAGE,2500,MEDICAL,5.99,0.07,2,664,No,0
23,male,Bachelor,46777,0,RENT,1500,VENTURE,8.32,0.03,3,682,Yes,0
23,female,High School,34597,0,OWN,7000,VENTURE,9.99,0.2,4,570,Yes,0
24,female,Bachelor,47835,1,RENT,1500,MEDICAL,15.62,0.03,3,664,No,0
25,female,Bachelor,41906,1,RENT,1500,MEDICAL,16.82,0.04,4,559,No,1
23,male,Master,48980,3,RENT,1500,VENTURE,13.99,0.03,2,660,No,0
21,female,Bachelor,34715,0,MORTGAGE,1000,EDUCATION,12.99,0.03,4,645,No,0
22,female,Associate,34500,0,MORTGAGE,10000,PERSONAL,10.99,0.29,3,586,No,0
24,male,High School,41886,2,RENT,1500,DEBTCONSOLIDATION,8.94,0.04,2,685,No,1
21,male,Associate,49302,1,RENT,1500,EDUCATION,12.18,0.03,4,582,Yes,0
23,male,Master,48964,0,RENT,1500,VENTURE,11.78,0.03,2,676,No,0
22,male,Bachelor,42887,3,RENT,1500,DEBTCONSOLIDATION,12.23,0.03,4,622,No,1
26,male,Bachelor,34758,1,MORTGAGE,4500,PERSONAL,11.01,0.13,2,598,No,1
23,male,Associate,34728,1,MORTGAGE,8400,VENTURE,10.99,0.24,2,661,No,0
21,male,Associate,49970,0,RENT,1500,EDUCATION,11.01,0.03,3,666,No,0
21,male,Master,51309,0,RENT,1500,EDUCATION,5.79,0.03,3,696,Yes,0
22,female,High School,44339,0,RENT,1500,EDUCATION,13.16,0.03,4,613,No,1
23,male,High School,51728,0,RENT,1500,DEBTCONSOLIDATION,10.71,0.03,2,641,No,0
25,male,Bachelor,52486,6,RENT,1500,EDUCATION,7.49,0.03,3,650,No,0
23,male,Associate,34527,1,MORTGAGE,4000,EDUCATION,6.92,0.12,4,691,Yes,0
23,male,High School,54361,0,RENT,1500,EDUCATION,11.63,0.03,2,454,Yes,0
22,male,Master,34796,2,MORTGAGE,8500,EDUCATION,6.17,0.24,2,608,Yes,0
24,female,Master,47453,2,RENT,1500,EDUCATION,8.49,0.03,3,607,No,1
23,female,Bachelor,34286,0,MORTGAGE,5225,HOMEIMPROVEMENT,14.84,0.15,2,601,No,1
23,male,High School,54839,2,RENT,1500,EDUCATION,7.51,0.03,4,640,Yes,0
26,male,High School,55290,1,RENT,1500,VENTURE,10.25,0.03,3,600,No,0
25,male,Bachelor,58509,2,RENT,1500,MEDICAL,10.36,0.03,3,690,No,0
26,female,Bachelor,51385,4,RENT,1500,VENTURE,14.61,0.03,3,555,No,1
22,male,Bachelor,52099,1,RENT,1500,MEDICAL,17.19,0.03,4,694,No,1
24,male,High School,59430,0,RENT,1500,MEDICAL,14.35,0.03,2,617,No,0
24,female,High School,61224,2,RENT,1500,DEBTCONSOLIDATION,14.26,0.02,2,549,Yes,0
24,male,Master,61552,3,RENT,1500,DEBTCONSOLIDATION,11.01,0.02,4,696,No,0
25,male,High School,61540,3,RENT,1500,MEDICAL,11.89,0.02,3,683,Yes,0
24,male,Bachelor,63022,4,RENT,1500,HOMEIMPROVEMENT,12.61,0.02,2,592,Yes,0
26,male,Bachelor,63424,4,RENT,1500,VENTURE,13.85,0.02,4,591,No,0
25,male,Bachelor,34513,2,OWN,12200,VENTURE,12.53,0.35,4,636,No,0
22,male,Associate,35051,3,MORTGAGE,10750,DEBTCONSOLIDATION,11.14,0.31,2,584,Yes,0
21,male,Master,63326,0,RENT,1500,EDUCATION,11.99,0.02,3,711,Yes,0
24,male,High School,65740,0,RENT,1500,MEDICAL,14.17,0.02,2,591,Yes,0
25,female,Bachelor,34520,2,MORTGAGE,5000,EDUCATION,8,0.14,2,670,Yes,0
26,male,High School,34343,4,OWN,4000,PERSONAL,15.37,0.12,3,660,No,0
23,male,Associate,66198,1,RENT,1500,PERSONAL,9.62,0.02,3,614,Yes,0
25,male,Bachelor,34492,2,MORTGAGE,4000,MEDICAL,7.68,0.12,2,680,Yes,0
26,female,Associate,65987,5,RENT,1500,HOMEIMPROVEMENT,13.98,0.02,4,671,No,0
24,female,Bachelor,34450,4,OTHER,9000,EDUCATION,10.83,0.26,3,562,No,1
26,female,Bachelor,67403,4,RENT,1500,MEDICAL,12.84,0.02,4,650,Yes,0
25,female,High School,69479,3,RENT,1500,HOMEIMPROVEMENT,11.01,0.02,3,649,Yes,0
21,female,Bachelor,62124,0,RENT,1500,HOMEIMPROVEMENT,15.58,0.02,4,701,No,1
22,male,Associate,69537,0,RENT,1500,MEDICAL,11.36,0.02,3,654,Yes,0
24,female,Associate,70147,0,RENT,1500,DEBTCONSOLIDATION,10.75,0.02,4,600,Yes,0
22,female,High School,70625,0,RENT,1500,EDUCATION,5.42,0.02,2,539,Yes,0
22,female,Master,73002,1,RENT,1500,MEDICAL,13.57,0.02,2,643,Yes,0
25,female,Bachelor,76600,1,RENT,1500,DEBTCONSOLIDATION,12.42,0.02,4,690,No,0
25,male,Associate,76367,2,RENT,1500,VENTURE,7.49,0.02,4,649,No,0
22,male,High School,86400,0,RENT,1500,EDUCATION,6.99,0.02,3,569,Yes,0
24,female,Bachelor,84860,0,RENT,1500,PERSONAL,14.42,0.02,4,572,No,1
25,male,Associate,34665,4,OWN,1000,MEDICAL,9.63,0.03,4,633,Yes,0
23,female,Associate,34817,3,MORTGAGE,7000,PERSONAL,11.01,0.2,4,614,Yes,0
26,female,Bachelor,116279,3,RENT,1500,PERSONAL,11.01,0.01,2,641,Yes,0
23,male,High School,186938,2,RENT,1500,MEDICAL,11.01,0.01,3,539,Yes,0
23,female,Bachelor,12519,3,RENT,1600,DEBTCONSOLIDATION,10.36,0.13,2,635,No,1
24,male,High School,35392,1,MORTGAGE,6000,MEDICAL,9.99,0.17,3,604,Yes,0
21,female,High School,15315,0,RENT,1600,EDUCATION,10.59,0.1,2,638,No,1
24,female,Master,18313,1,RENT,1600,PERSONAL,18.25,0.09,3,646,No,1
24,male,Bachelor,18973,0,RENT,1600,MEDICAL,7.51,0.08,3,647,Yes,0
21,male,Associate,19418,0,RENT,1600,EDUCATION,12.69,0.08,2,630,No,0
22,male,Bachelor,27045,0,RENT,1600,PERSONAL,11.01,0.06,4,547,Yes,0
24,male,Bachelor,35291,3,OWN,3500,VENTURE,14.59,0.1,3,578,Yes,0
23,male,High School,28174,1,RENT,1600,PERSONAL,13.06,0.06,2,666,Yes,0
22,female,Associate,25216,0,RENT,1675,EDUCATION,7.74,0.07,3,666,Yes,0
21,male,Bachelor,35105,0,OWN,4800,EDUCATION,12.87,0.14,3,581,No,0
22,female,Associate,35035,0,MORTGAGE,8500,DEBTCONSOLIDATION,7.68,0.24,4,626,Yes,0
23,female,Bachelor,30504,0,RENT,1675,MEDICAL,11.11,0.05,3,617,Yes,0
23,female,Master,35775,0,RENT,1675,PERSONAL,15.21,0.05,2,621,No,1
23,female,Associate,56461,3,RENT,1675,PERSONAL,6.54,0.03,3,611,No,0
24,male,Bachelor,73096,2,RENT,1675,HOMEIMPROVEMENT,6.54,0.02,4,694,No,0
21,female,High School,35185,0,MORTGAGE,2000,PERSONAL,7.29,0.06,4,571,Yes,0
23,male,Bachelor,22421,0,RENT,1700,PERSONAL,11.11,0.08,3,611,Yes,0
23,male,Associate,23177,0,RENT,1700,DEBTCONSOLIDATION,9.99,0.07,3,671,No,0
23,female,High School,35124,0,MORTGAGE,10000,EDUCATION,10.75,0.28,2,664,Yes,0
23,female,Associate,55130,0,RENT,1700,DEBTCONSOLIDATION,14.72,0.03,2,605,Yes,0
21,male,Bachelor,35500,1,MORTGAGE,3000,EDUCATION,10.75,0.08,2,649,Yes,0
21,male,Associate,12231,0,RENT,1750,EDUCATION,8.94,0.14,2,707,No,1
21,male,Associate,35455,0,MORTGAGE,8000,EDUCATION,8.9,0.23,4,571,Yes,0
26,male,Associate,35202,5,OWN,6000,EDUCATION,8.9,0.17,3,583,Yes,0
26,female,Master,12775,3,RENT,1750,VENTURE,9.99,0.14,4,659,No,1
22,male,Master,35687,0,OWN,8875,EDUCATION,8.9,0.25,3,580,Yes,0
22,male,High School,13445,2,RENT,1750,DEBTCONSOLIDATION,14.72,0.13,3,560,No,1
23,male,Associate,13011,4,RENT,1750,DEBTCONSOLIDATION,15.05,0.13,3,542,No,1
26,male,Master,35554,7,MORTGAGE,5150,VENTURE,6.62,0.14,2,667,No,0
25,male,High School,13107,2,RENT,1750,VENTURE,7.49,0.13,3,624,No,1
23,male,Master,21741,1,RENT,1750,VENTURE,10.95,0.08,3,632,Yes,0
26,male,High School,27399,4,RENT,1750,MEDICAL,11.01,0.06,3,664,No,0
23,male,High School,28170,0,RENT,1750,PERSONAL,15.7,0.06,2,544,No,1
26,female,Associate,116612,4,RENT,1750,HOMEIMPROVEMENT,6.54,0.02,2,621,No,0
23,male,Associate,28539,1,RENT,1775,EDUCATION,6.99,0.06,4,628,Yes,0
21,female,Associate,48860,0,RENT,1775,EDUCATION,6.54,0.04,3,629,Yes,0
23,male,High School,55297,0,RENT,1775,EDUCATION,12.72,0.03,2,625,Yes,0
24,male,High School,35407,3,MORTGAGE,1400,HOMEIMPROVEMENT,8.9,0.04,3,588,No,1
24,female,High School,18162,0,RENT,1800,DEBTCONSOLIDATION,6.92,0.1,3,659,No,0
23,male,Bachelor,35599,0,MORTGAGE,5000,MEDICAL,11.99,0.14,3,679,Yes,0
24,male,Associate,35640,0,MORTGAGE,6075,DEBTCONSOLIDATION,8.49,0.17,2,573,Yes,0
24,male,Bachelor,35601,2,MORTGAGE,3500,PERSONAL,9.99,0.1,4,670,Yes,0
21,female,Bachelor,22281,0,RENT,1800,PERSONAL,6.62,0.08,3,643,Yes,0
23,male,Master,35076,0,MORTGAGE,10625,MEDICAL,11.01,0.3,2,681,Yes,0
26,male,Associate,22590,6,RENT,1800,VENTURE,13.8,0.08,3,662,Yes,0
22,female,High School,22819,0,RENT,1800,MEDICAL,12.18,0.08,3,678,No,1
24,female,Associate,35482,0,OWN,7500,EDUCATION,8.49,0.21,2,664,No,0
22,female,Bachelor,36012,0,MORTGAGE,11500,VENTURE,11.01,0.32,3,550,Yes,0
22,female,High School,35574,1,MORTGAGE,10000,MEDICAL,7.49,0.28,2,679,No,0
24,male,High School,26110,0,RENT,1800,MEDICAL,10.65,0.07,2,674,No,0
21,female,Bachelor,35588,0,MORTGAGE,5000,DEBTCONSOLIDATION,7.49,0.14,3,659,No,0
22,female,Associate,35244,2,OWN,10000,DEBTCONSOLIDATION,16.49,0.28,4,594,No,0
26,female,High School,27860,3,RENT,1800,PERSONAL,8.49,0.06,2,513,No,0
23,female,High School,35401,0,MORTGAGE,6000,MEDICAL,7.49,0.17,2,601,Yes,0
24,female,Bachelor,29748,2,RENT,1800,MEDICAL,11.26,0.06,2,535,Yes,0
23,female,Master,31126,0,RENT,1800,MEDICAL,12.69,0.06,3,571,No,1
25,male,High School,35428,1,MORTGAGE,1000,EDUCATION,5.42,0.03,3,625,No,0
22,female,Bachelor,35758,2,OWN,2000,PERSONAL,11.01,0.06,2,689,No,0
25,female,Associate,34621,3,RENT,1800,MEDICAL,12.53,0.05,3,670,Yes,0
22,male,Bachelor,55199,0,RENT,1800,VENTURE,16.49,0.03,4,601,Yes,0
21,male,Master,18240,1,RENT,1825,VENTURE,15.62,0.1,2,643,No,1
22,male,High School,32465,0,RENT,1900,DEBTCONSOLIDATION,7.29,0.06,3,571,No,1
24,female,Bachelor,13148,1,RENT,2000,DEBTCONSOLIDATION,10.25,0.15,2,623,No,1
23,male,Bachelor,15412,0,RENT,2000,EDUCATION,7.74,0.13,4,528,No,1
25,male,Associate,15403,2,RENT,2000,HOMEIMPROVEMENT,11.89,0.13,4,608,No,1
26,male,Bachelor,18104,2,RENT,2000,PERSONAL,17.49,0.11,4,651,No,1
26,male,Bachelor,18084,4,RENT,2000,DEBTCONSOLIDATION,15.58,0.11,4,639,No,1
24,male,Bachelor,20118,2,RENT,2000,PERSONAL,15.05,0.1,4,603,No,1
25,female,Associate,23029,0,RENT,2000,DEBTCONSOLIDATION,7.51,0.09,4,685,No,1
26,male,Bachelor,22770,1,RENT,2000,EDUCATION,13.3,0.09,2,484,No,1
26,male,High School,24765,3,RENT,2000,EDUCATION,8.59,0.08,3,662,No,1
21,female,Associate,26814,1,RENT,2000,DEBTCONSOLIDATION,11.71,0.07,2,566,No,1
22,male,High School,26812,0,RENT,2000,DEBTCONSOLIDATION,16.89,0.07,2,647,No,1
22,male,Bachelor,29269,0,RENT,2000,HOMEIMPROVEMENT,11.89,0.07,4,651,No,1
24,male,Bachelor,29568,4,RENT,2000,HOMEIMPROVEMENT,12.69,0.07,2,650,No,1
21,female,Associate,29787,0,RENT,2000,PERSONAL,18.39,0.07,3,638,No,1
22,female,Master,35757,0,MORTGAGE,8875,MEDICAL,15.68,0.25,3,711,No,1
24,male,Associate,35688,0,MORTGAGE,11000,PERSONAL,11.71,0.31,4,603,No,1
24,female,Master,29613,0,RENT,2000,HOMEIMPROVEMENT,14.61,0.07,2,629,No,1
24,male,Associate,29937,0,RENT,2000,VENTURE,16,0.07,2,601,No,1
24,male,Master,31356,3,RENT,2000,DEBTCONSOLIDATION,14.96,0.06,4,568,No,1
21,female,Master,36478,0,MORTGAGE,5000,DEBTCONSOLIDATION,13.57,0.14,4,624,No,1
23,male,Associate,33568,3,RENT,2000,DEBTCONSOLIDATION,13.99,0.06,3,637,No,1
26,male,Master,37226,5,RENT,2000,EDUCATION,11.71,0.05,2,716,No,1
23,male,Master,36728,1,MORTGAGE,4750,DEBTCONSOLIDATION,14.46,0.13,4,715,No,1
24,female,Associate,37266,2,RENT,2000,MEDICAL,20,0.05,3,675,No,1
23,female,High School,99134,2,RENT,15000,HOMEIMPROVEMENT,18.25,0.15,2,595,No,1
22,male,Bachelor,86113,0,RENT,15000,MEDICAL,16.77,0.17,2,673,No,1
23,female,High School,101365,0,RENT,15000,DEBTCONSOLIDATION,8.49,0.15,2,636,No,1
26,female,High School,101920,3,RENT,15000,DEBTCONSOLIDATION,16,0.15,3,629,No,1
21,male,High School,36716,0,MORTGAGE,7125,MEDICAL,7.51,0.19,4,576,No,1
24,female,Associate,106848,1,RENT,15000,HOMEIMPROVEMENT,9.99,0.14,4,642,No,1
24,male,High School,118432,0,RENT,15000,DEBTCONSOLIDATION,14.93,0.13,2,543,No,1
26,male,Bachelor,142602,4,RENT,15000,EDUCATION,17.58,0.11,4,658,No,1
24,male,Associate,148324,3,RENT,15000,PERSONAL,15.37,0.1,4,532,No,1
22,female,High School,36996,1,MORTGAGE,10000,HOMEIMPROVEMENT,13.49,0.27,2,672,No,1
23,male,High School,37112,0,MORTGAGE,3800,MEDICAL,18.64,0.1,2,642,No,1
24,male,Associate,178447,1,RENT,15000,DEBTCONSOLIDATION,16.82,0.08,3,601,No,1
22,female,Master,41769,0,RENT,14900,EDUCATION,15.37,0.36,2,665,No,1
25,male,Bachelor,39111,3,RENT,14850,DEBTCONSOLIDATION,8.9,0.38,4,527,No,1
25,female,Bachelor,35409,2,RENT,14800,MEDICAL,7.49,0.42,3,448,No,1
23,female,Bachelor,36959,5,MORTGAGE,1000,DEBTCONSOLIDATION,6.62,0.03,3,702,No,1
24,male,High School,38154,2,RENT,2000,VENTURE,16.29,0.05,2,577,No,1
24,female,High School,37111,4,MORTGAGE,17000,DEBTCONSOLIDATION,11.99,0.46,3,641,No,1
24,female,Associate,39365,0,RENT,2000,EDUCATION,10.59,0.05,3,618,No,1
22,female,Bachelor,39629,2,RENT,2000,EDUCATION,12.53,0.05,2,655,No,1
24,male,High School,40302,2,RENT,2000,EDUCATION,10,0.05,2,597,No,1
21,male,Master,40534,0,RENT,2000,HOMEIMPROVEMENT,12.61,0.05,3,657,No,1
22,male,Bachelor,65784,2,RENT,2000,MEDICAL,18.3,0.03,4,641,No,1
24,female,High School,70716,2,RENT,2000,MEDICAL,15.37,0.03,4,536,No,1
26,male,Bachelor,37000,5,MORTGAGE,2000,HOMEIMPROVEMENT,11.99,0.05,2,639,No,1
23,male,High School,13256,0,RENT,2100,VENTURE,12.21,0.16,3,601,No,1
23,female,High School,15411,1,RENT,2100,MEDICAL,8.94,0.14,2,597,No,1
22,male,High School,18328,2,RENT,2100,HOMEIMPROVEMENT,14.83,0.11,3,591,No,1
22,female,Bachelor,42217,1,RENT,2100,MEDICAL,17.04,0.05,3,646,No,1
24,female,High School,65420,4,RENT,2100,HOMEIMPROVEMENT,17.14,0.03,4,645,No,1
24,female,Master,95755,2,RENT,2100,MEDICAL,9.91,0.02,4,670,No,1
26,male,Bachelor,70385,7,RENT,2150,DEBTCONSOLIDATION,15.62,0.03,3,624,No,1
22,male,Bachelor,35568,2,RENT,14000,VENTURE,7.9,0.39,2,573,No,1
21,male,Master,37264,0,RENT,14000,MEDICAL,10.65,0.38,2,545,No,1
24,female,Associate,36841,4,RENT,14000,DEBTCONSOLIDATION,7.9,0.38,2,538,No,1
22,male,Bachelor,37513,0,RENT,14000,VENTURE,6.99,0.37,4,595,No,1
23,female,Associate,36711,0,RENT,14000,MEDICAL,11.26,0.38,3,554,No,1
22,male,Bachelor,39399,1,RENT,14000,DEBTCONSOLIDATION,13.49,0.36,2,624,No,1
22,male,Bachelor,39517,0,RENT,14000,EDUCATION,12.23,0.35,3,580,No,1
26,male,Associate,40269,4,RENT,14000,EDUCATION,7.51,0.35,4,624,No,1
24,female,Bachelor,39839,0,RENT,14000,MEDICAL,14.17,0.35,2,676,No,1
22,male,Master,41760,1,RENT,14000,DEBTCONSOLIDATION,10.62,0.34,4,716,No,1
22,female,Master,45090,0,RENT,14000,PERSONAL,6.92,0.31,2,670,No,1
26,male,High School,45042,0,RENT,14000,PERSONAL,9.88,0.31,4,578,No,1
23,female,Bachelor,45628,3,RENT,14000,EDUCATION,14.42,0.31,3,505,No,1
21,female,Associate,46414,0,RENT,14000,PERSONAL,7.9,0.3,2,512,No,1
22,male,High School,47934,0,RENT,14000,MEDICAL,10.37,0.29,3,673,No,1
26,female,Associate,48727,5,RENT,14000,DEBTCONSOLIDATION,10.37,0.29,3,616,No,1
22,male,Bachelor,49401,0,RENT,14000,EDUCATION,11.01,0.28,4,571,No,1
24,female,High School,48758,2,RENT,14000,MEDICAL,6.03,0.29,2,639,No,1
22,male,High School,49052,0,RENT,14000,EDUCATION,13.11,0.29,3,608,No,1
24,male,Associate,41910,0,RENT,14000,VENTURE,14.61,0.33,2,610,No,1
24,male,High School,41942,1,RENT,14000,DEBTCONSOLIDATION,16,0.33,3,585,No,1
22,male,Associate,50189,0,RENT,14000,VENTURE,11.01,0.28,3,632,No,1
